year,district,crop,latitude,longitude,area_ha,yield_t_ha,weather_05_d1_temp_min,weather_05_d1_temp_mean,weather_05_d1_temp_max,weather_05_d1_precipitation_mm,weather_05_d1_humidity_mean,weather_05_d1_wind_mean_ms,weather_05_d1_wind_max_ms,weather_05_d1_sukhovei_fraction,weather_05_d1_gdd_base5,weather_05_d1_gwetroot,weather_05_d1_precip_anomaly_pct,weather_05_d1_precip_anomaly_z,weather_05_d2_temp_min,weather_05_d2_temp_mean,weather_05_d2_temp_max,weather_05_d2_precipitation_mm,weather_05_d2_humidity_mean,weather_05_d2_wind_mean_ms,weather_05_d2_wind_max_ms,weather_05_d2_sukhovei_fraction,weather_05_d2_gdd_base5,weather_05_d2_gwetroot,weather_05_d2_precip_anomaly_pct,weather_05_d2_precip_anomaly_z,weather_05_d3_temp_min,weather_05_d3_temp_mean,weather_05_d3_temp_max,weather_05_d3_precipitation_mm,weather_05_d3_humidity_mean,weather_05_d3_wind_mean_ms,weather_05_d3_wind_max_ms,weather_05_d3_sukhovei_fraction,weather_05_d3_gdd_base5,weather_05_d3_gwetroot,weather_05_d3_precip_anomaly_pct,weather_05_d3_precip_anomaly_z,weather_06_d1_temp_min,weather_06_d1_temp_mean,weather_06_d1_temp_max,weather_06_d1_precipitation_mm,weather_06_d1_humidity_mean,weather_06_d1_wind_mean_ms,weather_06_d1_wind_max_ms,weather_06_d1_sukhovei_fraction,weather_06_d1_gdd_base5,weather_06_d1_gwetroot,weather_06_d1_precip_anomaly_pct,weather_06_d1_precip_anomaly_z,weather_06_d2_temp_min,weather_06_d2_temp_mean,weather_06_d2_temp_max,weather_06_d2_precipitation_mm,weather_06_d2_humidity_mean,weather_06_d2_wind_mean_ms,weather_06_d2_wind_max_ms,weather_06_d2_sukhovei_fraction,weather_06_d2_gdd_base5,weather_06_d2_gwetroot,weather_06_d2_precip_anomaly_pct,weather_06_d2_precip_anomaly_z,weather_06_d3_temp_min,weather_06_d3_temp_mean,weather_06_d3_temp_max,weather_06_d3_precipitation_mm,weather_06_d3_humidity_mean,weather_06_d3_wind_mean_ms,weather_06_d3_wind_max_ms,weather_06_d3_sukhovei_fraction,weather_06_d3_gdd_base5,weather_06_d3_gwetroot,weather_06_d3_precip_anomaly_pct,weather_06_d3_precip_anomaly_z,weather_07_d1_temp_min,weather_07_d1_temp_mean,weather_07_d1_temp_max,weather_07_d1_precipitation_mm,weather_07_d1_humidity_mean,weather_07_d1_wind_mean_ms,weather_07_d1_wind_max_ms,weather_07_d1_sukhovei_fraction,weather_07_d1_gdd_base5,weather_07_d1_gwetroot,weather_07_d1_precip_anomaly_pct,weather_07_d1_precip_anomaly_z,weather_07_d2_temp_min,weather_07_d2_temp_mean,weather_07_d2_temp_max,weather_07_d2_precipitation_mm,weather_07_d2_humidity_mean,weather_07_d2_wind_mean_ms,weather_07_d2_wind_max_ms,weather_07_d2_sukhovei_fraction,weather_07_d2_gdd_base5,weather_07_d2_gwetroot,weather_07_d2_precip_anomaly_pct,weather_07_d2_precip_anomaly_z,weather_07_d3_temp_min,weather_07_d3_temp_mean,weather_07_d3_temp_max,weather_07_d3_precipitation_mm,weather_07_d3_humidity_mean,weather_07_d3_wind_mean_ms,weather_07_d3_wind_max_ms,weather_07_d3_sukhovei_fraction,weather_07_d3_gdd_base5,weather_07_d3_gwetroot,weather_07_d3_precip_anomaly_pct,weather_07_d3_precip_anomaly_z,weather_08_d1_temp_min,weather_08_d1_temp_mean,weather_08_d1_temp_max,weather_08_d1_precipitation_mm,weather_08_d1_humidity_mean,weather_08_d1_wind_mean_ms,weather_08_d1_wind_max_ms,weather_08_d1_sukhovei_fraction,weather_08_d1_gdd_base5,weather_08_d1_gwetroot,weather_08_d1_precip_anomaly_pct,weather_08_d1_precip_anomaly_z,weather_08_d2_temp_min,weather_08_d2_temp_mean,weather_08_d2_temp_max,weather_08_d2_precipitation_mm,weather_08_d2_humidity_mean,weather_08_d2_wind_mean_ms,weather_08_d2_wind_max_ms,weather_08_d2_sukhovei_fraction,weather_08_d2_gdd_base5,weather_08_d2_gwetroot,weather_08_d2_precip_anomaly_pct,weather_08_d2_precip_anomaly_z,weather_08_d3_temp_min,weather_08_d3_temp_mean,weather_08_d3_temp_max,weather_08_d3_precipitation_mm,weather_08_d3_humidity_mean,weather_08_d3_wind_mean_ms,weather_08_d3_wind_max_ms,weather_08_d3_sukhovei_fraction,weather_08_d3_gdd_base5,weather_08_d3_gwetroot,weather_08_d3_precip_anomaly_pct,weather_08_d3_precip_anomaly_z,weather_09_d1_temp_min,weather_09_d1_temp_mean,weather_09_d1_temp_max,weather_09_d1_precipitation_mm,weather_09_d1_humidity_mean,weather_09_d1_wind_mean_ms,weather_09_d1_wind_max_ms,weather_09_d1_sukhovei_fraction,weather_09_d1_gdd_base5,weather_09_d1_gwetroot,weather_09_d1_precip_anomaly_pct,weather_09_d1_precip_anomaly_z,weather_09_d2_temp_min,weather_09_d2_temp_mean,weather_09_d2_temp_max,weather_09_d2_precipitation_mm,weather_09_d2_humidity_mean,weather_09_d2_wind_mean_ms,weather_09_d2_wind_max_ms,weather_09_d2_sukhovei_fraction,weather_09_d2_gdd_base5,weather_09_d2_gwetroot,weather_09_d2_precip_anomaly_pct,weather_09_d2_precip_anomaly_z,weather_09_d3_temp_min,weather_09_d3_temp_mean,weather_09_d3_temp_max,weather_09_d3_precipitation_mm,weather_09_d3_humidity_mean,weather_09_d3_wind_mean_ms,weather_09_d3_wind_max_ms,weather_09_d3_sukhovei_fraction,weather_09_d3_gdd_base5,weather_09_d3_gwetroot,weather_09_d3_precip_anomaly_pct,weather_09_d3_precip_anomaly_z,weather_10_d1_temp_min,weather_10_d1_temp_mean,weather_10_d1_temp_max,weather_10_d1_precipitation_mm,weather_10_d1_humidity_mean,weather_10_d1_wind_mean_ms,weather_10_d1_wind_max_ms,weather_10_d1_sukhovei_fraction,weather_10_d1_gdd_base5,weather_10_d1_gwetroot,weather_10_d1_precip_anomaly_pct,weather_10_d1_precip_anomaly_z,weather_10_d2_temp_min,weather_10_d2_temp_mean,weather_10_d2_temp_max,weather_10_d2_precipitation_mm,weather_10_d2_humidity_mean,weather_10_d2_wind_mean_ms,weather_10_d2_wind_max_ms,weather_10_d2_sukhovei_fraction,weather_10_d2_gdd_base5,weather_10_d2_gwetroot,weather_10_d2_precip_anomaly_pct,weather_10_d2_precip_anomaly_z,soil_clay_0_5cm,soil_phh2o_0_5cm,soil_sand_0_5cm,soil_silt_0_5cm,soil_soc_0_5cm,yield_lag_1,yield_lag_2,yield_lag_3
2012,Атбасарский,Пшеница,51.8,68.35,200.0,0.58,5.24,11.42,17.16,10.4,54.8,4.148,8.99,0.0,64.2,0.6839999999999999,0.0,0.0,9.8,16.65,22.96,13.0,45.1,4.069,7.44,0.0,116.5,0.668,0.0,0.0,11.536363636363637,19.145454545454545,25.60909090909091,9.7,40.90909090909091,3.277272727272727,6.32,0.09090909090909091,155.6,0.6490909090909092,0.0,0.0,14.34,21.259999999999998,27.169999999999998,2.3,45.4,3.1759999999999997,7.73,0.0,162.6,0.628,0.0,0.0,14.88,21.6,27.07,3.8000000000000003,53.1,3.4170000000000003,7.78,0.0,166.0,0.618,0.0,0.0,17.869999999999997,22.8,27.75,13.0,51.2,3.868,6.64,0.1,178.0,0.625,0.0,0.0,16.759999999999998,22.31,26.93,1.4,50.7,4.11,6.61,0.0,173.1,0.632,0.0,0.0,19.880000000000003,27.7,33.87,2.1999999999999997,34.6,2.809,5.81,0.0,227.0,0.606,0.0,0.0,18.272727272727273,22.954545454545453,28.127272727272725,49.0,57.72727272727273,3.3445454545454543,5.91,0.0,197.5,0.6109090909090908,0.0,0.0,14.559999999999999,20.44,25.68,9.9,64.1,2.5759999999999996,5.87,0.0,154.4,0.633,0.0,0.0,16.96,23.21,29.1,3.3,49.0,3.0380000000000003,6.4,0.0,182.1,0.609,0.0,0.0,13.145454545454545,18.027272727272727,22.845454545454547,9.2,58.90909090909091,3.351818181818182,6.22,0.0,143.3,0.6154545454545454,0.0,0.0,10.24,16.34,22.07,0.5,45.5,3.524,8.17,0.0,113.4,0.611,0.0,0.0,9.66,13.4,17.47,8.9,56.0,4.79,8.78,0.0,84.0,0.614,0.0,0.0,6.82,11.540000000000001,16.61,0.2,54.9,2.877,6.37,0.0,65.4,0.61,0.0,0.0,5.08,8.67,12.8,1.6,62.1,4.096,8.41,0.0,41.5,0.611,0.0,0.0,5.5,10.48,16.72,0.8,44.4,3.5,6.81,0.0,27.4,0.61,0.0,0.0,,,,,,1.5,0.51,1.22
2013,Атбасарский,Пшеница,51.8,68.35,200.0,0.94,4.9399999999999995,10.989999999999998,16.44,17.0,56.7,4.481,11.24,0.0,59.9,0.727,0.0,0.0,4.67,10.760000000000002,15.84,14.799999999999999,60.0,3.5780000000000003,8.05,0.0,57.6,0.721,0.0,0.0,7.890909090909091,14.572727272727274,20.19090909090909,8.1,55.72727272727273,3.52,8.65,0.0,105.3,0.7045454545454546,0.0,0.0,10.639999999999999,16.44,21.36,4.3,47.7,3.304,7.5,0.0,114.4,0.676,0.0,0.0,11.83,19.2,24.96,1.0,44.8,3.091,6.79,0.0,142.0,0.653,0.0,0.0,16.96,22.14,26.660000000000004,2.7,38.9,5.161,8.59,0.0,171.4,0.626,0.0,0.0,12.940000000000001,17.490000000000002,21.369999999999997,49.2,64.3,3.961,10.32,0.0,124.9,0.649,0.0,0.0,13.84,17.86,21.96,33.0,75.4,3.004,6.47,0.0,128.6,0.661,0.0,0.0,15.554545454545455,20.463636363636365,25.08181818181818,36.2,74.9090909090909,2.811818181818182,7.53,0.0,170.1,0.6763636363636364,0.0,0.0,15.830000000000002,19.66,23.45,79.2,79.4,2.728,7.12,0.0,146.6,0.688,0.0,0.0,12.09,17.54,22.240000000000002,8.0,70.8,2.8120000000000003,6.15,0.0,125.4,0.687,0.0,0.0,12.763636363636364,16.763636363636365,20.863636363636363,33.0,67.54545454545455,4.391818181818182,8.31,0.0,129.4,0.6645454545454546,0.0,0.0,11.85,16.91,22.14,1.9,64.5,3.7920000000000003,6.11,0.0,119.1,0.657,0.0,0.0,6.35,9.39,12.7,0.6,62.9,2.8489999999999998,5.5,0.0,43.9,0.65,0.0,0.0,5.8100000000000005,11.0,16.91,9.2,55.5,3.691,9.73,0.0,60.0,0.649,0.0,0.0,1.75,4.71,7.970000000000001,10.9,72.1,4.2780000000000005,8.32,0.0,5.300000000000001,0.665,0.0,0.0,1.8199999999999998,5.220000000000001,8.84,5.0,73.0,4.324,8.3,0.0,7.9,0.67,0.0,0.0,,,,,,0.58,1.5,0.51
2014,Атбасарский,Пшеница,51.8,68.35,200.0,1.08,7.7700000000000005,14.190000000000001,20.15,4.6000000000000005,50.7,4.004,7.31,0.0,91.9,0.694,0.0,0.0,9.959999999999999,16.72,22.779999999999998,5.0,46.3,3.819,8.23,0.0,117.2,0.669,0.0,0.0,9.327272727272728,14.709090909090907,19.79090909090909,16.5,57.72727272727273,3.8881818181818186,8.3,0.0,106.8,0.6618181818181819,0.0,0.0,9.08,15.76,21.27,5.6,45.7,3.194,8.13,0.0,107.6,0.643,0.0,0.0,16.130000000000003,23.21,29.02,1.1,41.6,3.411,8.43,0.0,182.1,0.631,0.0,0.0,17.330000000000002,23.36,28.630000000000003,14.9,47.6,2.969,5.63,0.0,183.6,0.614,0.0,0.0,15.290000000000001,20.14,24.48,45.0,68.9,3.258,8.32,0.0,151.4,0.659,0.0,0.0,11.5,15.940000000000001,20.31,13.5,66.3,4.0200000000000005,8.13,0.0,109.4,0.629,0.0,0.0,10.681818181818182,14.590909090909092,18.436363636363637,24.6,70.18181818181819,4.220909090909091,9.52,0.0,105.5,0.6618181818181819,0.0,0.0,14.52,20.65,26.15,0.2,55.4,2.842,4.83,0.0,156.5,0.643,0.0,0.0,15.45,21.080000000000002,26.610000000000003,1.9,54.6,3.4549999999999996,7.24,0.0,160.8,0.625,0.0,0.0,16.445454545454545,22.263636363636365,27.981818181818184,4.0,45.72727272727273,3.2636363636363637,6.61,0.0,189.9,0.61,0.0,0.0,8.11,12.58,17.04,8.2,56.9,3.052,6.93,0.0,75.8,0.61,0.0,0.0,5.970000000000001,10.459999999999999,15.09,0.8,60.6,3.681,8.25,0.0,54.6,0.61,0.0,0.0,4.79,9.4,14.190000000000001,25.5,61.0,3.5660000000000003,8.55,0.0,44.9,0.62,0.0,0.0,1.5,5.01,8.58,6.0,69.4,4.553,9.43,0.0,10.6,0.63,0.0,0.0,3.8200000000000003,7.74,10.879999999999999,10.700000000000001,73.0,5.078,8.21,0.0,13.7,0.642,0.0,0.0,,,,,,0.94,0.58,1.5
2015,Атбасарский,Пшеница,51.8,68.35,200.0,0.98,9.05,15.930000000000001,22.240000000000002,12.9,55.5,4.083,8.7,0.0,109.3,0.709,0.0,0.0,7.92,12.790000000000001,17.29,38.2,67.1,4.425,9.05,0.0,77.9,0.727,0.0,0.0,9.054545454545455,15.2,20.581818181818182,22.7,70.0,2.766363636363636,6.33,0.0,112.2,0.7336363636363636,0.0,0.0,13.7,19.720000000000002,24.9,9.5,62.4,2.88,10.24,0.0,147.20000000000002,0.695,0.0,0.0,14.26,20.06,25.240000000000002,40.2,68.2,3.093,8.36,0.0,150.6,0.689,0.0,0.0,16.05,22.52,28.130000000000003,0.0,46.5,4.025,6.14,0.0,175.2,0.647,0.0,0.0,12.87,17.68,22.59,14.299999999999999,56.9,4.526,11.1,0.0,126.8,0.643,0.0,0.0,16.09,22.86,28.9,0.0,45.4,3.7359999999999998,9.52,0.0,178.6,0.626,0.0,0.0,14.381818181818181,19.88181818181818,24.9,18.3,61.18181818181818,3.416363636363636,7.61,0.0,163.7,0.62,0.0,0.0,13.64,19.91,24.94,1.9,48.0,3.096,6.15,0.0,149.1,0.61,0.0,0.0,14.38,20.330000000000002,25.96,9.9,46.0,3.8549999999999995,9.6,0.2,153.3,0.607,0.0,0.0,9.972727272727273,14.118181818181819,18.663636363636364,19.9,62.36363636363637,4.098181818181818,9.05,0.0,100.3,0.63,0.0,0.0,9.7,16.21,22.490000000000002,7.6000000000000005,55.9,2.6719999999999997,6.4,0.0,112.1,0.623,0.0,0.0,7.790000000000001,12.24,16.53,4.0,62.9,3.2649999999999997,7.55,0.0,72.4,0.618,0.0,0.0,3.6,8.540000000000001,13.430000000000001,0.30000000000000004,53.7,2.87,6.28,0.0,35.4,0.622,0.0,0.0,2.65,7.909999999999999,13.969999999999999,4.1,49.2,4.517,12.24,0.0,32.6,0.62,0.0,0.0,-2.6799999999999997,0.86,4.96,0.5,56.6,3.476,7.37,0.0,0.0,0.62,0.0,0.0,,,,,,1.08,0.94,0.58
2016,Атбасарский,Пшеница,51.8,68.35,200.0,1.08,2.83,9.35,14.76,6.5,46.8,3.757,7.72,0.0,43.5,0.738,0.0,0.0,4.4799999999999995,11.959999999999999,18.080000000000002,8.0,49.4,3.6950000000000003,7.19,0.0,69.6,0.733,0.0,0.0,12.272727272727273,18.599999999999998,24.018181818181816,8.3,44.72727272727273,3.7345454545454544,7.66,0.09090909090909091,149.6,0.6963636363636363,0.0,0.0,11.02,16.8,21.79,15.399999999999999,57.4,3.6049999999999995,7.72,0.0,118.0,0.682,0.0,0.0,13.669999999999998,17.85,21.6,18.4,63.5,4.636,9.86,0.0,128.5,0.703,0.0,0.0,13.63,17.85,21.97,25.700000000000003,66.7,3.4150000000000005,7.63,0.0,128.5,0.671,0.0,0.0,14.34,19.1,23.47,20.8,74.8,2.599,6.29,0.0,141.0,0.678,0.0,0.0,16.56,20.68,25.04,27.2,69.9,3.4560000000000004,6.89,0.0,156.8,0.659,0.0,0.0,15.272727272727273,19.481818181818184,23.427272727272726,5.9,70.45454545454545,3.6636363636363636,6.89,0.0,159.3,0.6590909090909091,0.0,0.0,15.169999999999998,21.240000000000002,26.22,0.30000000000000004,58.4,2.416,5.94,0.0,162.4,0.635,0.0,0.0,17.32,22.91,28.060000000000002,1.5,55.3,3.6130000000000004,5.95,0.0,179.1,0.617,0.0,0.0,13.072727272727274,19.163636363636364,24.58181818181818,3.4,48.81818181818182,2.7345454545454544,7.74,0.0,155.8,0.61,0.0,0.0,12.84,17.919999999999998,23.169999999999998,14.5,52.6,3.867,7.37,0.0,129.2,0.616,0.0,0.0,8.25,12.61,17.36,42.5,69.1,3.3480000000000003,7.47,0.0,76.1,0.667,0.0,0.0,6.0,10.870000000000001,16.3,14.1,64.2,2.9739999999999998,5.28,0.0,58.7,0.649,0.0,0.0,2.67,5.9399999999999995,9.47,23.4,77.3,2.868,6.08,0.0,17.5,0.677,0.0,0.0,-2.3600000000000003,0.26,2.84,0.7999999999999999,73.8,3.1159999999999997,7.25,0.0,0.0,0.68,0.0,0.0,,,,,,0.98,1.08,0.94
2017,Атбасарский,Пшеница,51.8,68.35,200.0,1.15,4.99,12.930000000000001,20.009999999999998,3.2,47.5,4.385,11.28,0.0,79.3,0.732,0.0,0.0,5.5,12.4,18.580000000000002,0.7999999999999999,46.2,3.4379999999999997,7.3,0.0,74.0,0.714,0.0,0.0,9.236363636363636,15.909090909090908,22.036363636363635,31.400000000000002,51.81818181818182,4.702727272727272,13.02,0.09090909090909091,120.0,0.6945454545454545,0.0,0.0,10.379999999999999,16.65,22.259999999999998,5.699999999999999,52.3,3.5769999999999995,7.84,0.0,116.5,0.6900000000000001,0.0,0.0,14.459999999999999,21.29,27.589999999999996,4.4,51.3,3.194,9.12,0.0,162.9,0.666,0.0,0.0,14.790000000000001,21.080000000000002,27.060000000000002,2.1,54.8,2.863,7.29,0.0,160.8,0.641,0.0,0.0,14.26,20.39,26.24,5.1,57.8,3.349,6.25,0.0,153.9,0.645,0.0,0.0,11.940000000000001,16.36,20.64,36.699999999999996,72.8,2.973,7.22,0.0,113.6,0.654,0.0,0.0,15.7,21.599999999999998,26.88181818181818,4.3,62.36363636363637,2.9427272727272724,6.04,0.0,182.6,0.6318181818181818,0.0,0.0,16.18,21.79,28.080000000000002,3.9000000000000004,56.6,3.3649999999999998,9.45,0.0,167.9,0.613,0.0,0.0,10.84,16.75,22.169999999999998,1.0,49.6,3.188,7.86,0.0,117.5,0.61,0.0,0.0,14.027272727272726,21.663636363636364,28.5,0.1,45.72727272727273,2.1818181818181817,5.24,0.0,183.3,0.6,0.0,0.0,12.87,19.93,26.51,3.7,48.4,2.985,7.28,0.0,149.3,0.6,0.0,0.0,7.75,13.36,18.77,7.3,60.8,3.78,9.23,0.0,83.6,0.612,0.0,0.0,2.8299999999999996,6.05,9.290000000000001,0.5,54.3,3.849,8.23,0.0,18.200000000000003,0.6,0.0,0.0,-1.29,2.2,6.5,9.5,66.2,2.8600000000000003,6.05,0.0,1.4000000000000004,0.611,0.0,0.0,1.2399999999999998,6.68,12.4,1.7,64.6,3.138,5.1,0.0,8.4,0.612,0.0,0.0,,,,,,1.08,0.98,1.08
2018,Атбасарский,Пшеница,51.8,68.35,200.0,1.09,1.08,7.140000000000001,12.66,13.799999999999999,64.2,4.307,9.4,0.0,25.9,0.723,0.0,0.0,2.95,9.53,16.15,2.3,48.2,3.9200000000000004,7.43,0.0,45.3,0.702,0.0,0.0,6.4363636363636365,13.109090909090908,19.7,28.5,53.0,5.41,11.86,0.0,89.6,0.7127272727272728,0.0,0.0,9.559999999999999,16.78,23.130000000000003,8.700000000000001,48.3,4.523,11.18,0.0,117.8,0.704,0.0,0.0,10.989999999999998,16.880000000000003,22.22,4.2,48.9,3.258,6.4,0.0,118.8,0.671,0.0,0.0,13.85,18.98,24.369999999999997,24.5,66.9,3.5810000000000004,9.63,0.0,139.8,0.662,0.0,0.0,16.64,22.16,27.560000000000002,12.1,61.9,3.149,6.64,0.0,171.6,0.654,0.0,0.0,16.29,22.16,27.439999999999998,11.1,61.1,3.021,6.41,0.0,171.6,0.637,0.0,0.0,14.218181818181819,19.90909090909091,25.4,32.5,58.90909090909091,4.421818181818182,11.41,0.0,164.0,0.629090909090909,0.0,0.0,14.919999999999998,21.07,26.96,9.3,63.5,2.772,5.94,0.0,160.7,0.624,0.0,0.0,12.85,18.080000000000002,23.65,23.6,64.5,3.418,7.07,0.0,130.8,0.627,0.0,0.0,9.563636363636364,14.018181818181818,18.836363636363636,23.8,74.36363636363636,3.612727272727273,8.86,0.0,99.2,0.6645454545454546,0.0,0.0,6.07,11.11,15.55,2.7,65.0,3.281,6.53,0.0,61.099999999999994,0.649,0.0,0.0,6.63,12.74,18.61,2.2,53.4,3.56,8.45,0.0,77.4,0.637,0.0,0.0,6.49,11.51,16.9,12.4,69.7,3.668,8.2,0.0,65.1,0.659,0.0,0.0,4.11,10.09,15.680000000000001,2.0,56.8,3.593,7.07,0.0,50.9,0.647,0.0,0.0,-0.5599999999999999,3.46,7.32,8.3,67.6,3.912,9.48,0.0,7.3999999999999995,0.648,0.0,0.0,,,,,,1.15,1.08,0.98
2019,Атбасарский,Пшеница,51.8,68.35,200.0,0.96,4.21,13.02,20.61,0.1,41.9,2.299,6.24,0.0,85.4,0.744,0.0,0.0,5.220000000000001,12.830000000000002,19.869999999999997,13.700000000000001,50.1,3.7990000000000004,9.67,0.0,78.3,0.714,0.0,0.0,6.236363636363635,14.272727272727273,20.854545454545455,2.4000000000000004,45.63636363636363,3.661818181818182,9.35,0.0,102.0,0.7063636363636363,0.0,0.0,10.99,16.36,21.75,19.599999999999998,61.3,4.031000000000001,7.56,0.0,113.6,0.689,0.0,0.0,10.33,16.0,21.16,4.300000000000001,58.0,3.025,7.79,0.0,110.0,0.682,0.0,0.0,12.98,19.619999999999997,25.41,8.4,51.6,3.47,6.88,0.0,146.2,0.653,0.0,0.0,13.63,20.31,26.45,18.1,55.8,3.658,7.9,0.0,153.1,0.642,0.0,0.0,18.07,25.669999999999998,32.42,0.0,39.8,3.501,6.9,0.0,206.7,0.615,0.0,0.0,16.445454545454545,22.327272727272728,27.754545454545454,6.6,54.27272727272727,3.514545454545454,8.42,0.0,190.6,0.6127272727272728,0.0,0.0,13.84,20.2,26.04,4.4,47.2,3.803,9.85,0.0,152.0,0.62,0.0,0.0,15.55,21.53,27.389999999999997,1.6,54.3,2.9010000000000002,7.84,0.1,165.3,0.61,0.0,0.0,11.427272727272728,16.172727272727272,21.40909090909091,33.7,66.27272727272727,3.6,9.11,0.0,122.9,0.6136363636363636,0.0,0.0,7.99,10.68,14.2,38.9,80.3,3.7369999999999997,8.41,0.0,56.8,0.661,0.0,0.0,9.2,14.59,20.19,0.5,62.5,3.433,9.3,0.0,95.9,0.657,0.0,0.0,2.1100000000000003,7.31,12.52,9.3,59.2,4.24,12.2,0.0,27.2,0.658,0.0,0.0,1.8,9.09,16.8,1.6,59.6,2.242,3.71,0.0,42.6,0.653,0.0,0.0,5.9,8.86,12.66,8.399999999999999,78.4,3.8480000000000003,7.85,0.0,19.299999999999997,0.666,0.0,0.0,,,,,,1.09,1.15,1.08
2020,Атбасарский,Пшеница,51.8,68.35,200.0,1.06,6.21,13.11,19.69,0.0,53.0,3.72,7.52,0.0,81.1,0.758,0.0,0.0,12.09,17.39,22.69,16.3,68.1,3.8409999999999997,9.98,0.0,123.89999999999999,0.726,0.0,0.0,12.754545454545456,20.363636363636363,27.218181818181815,6.0,50.54545454545455,3.602727272727273,9.37,0.0,169.0,0.7145454545454545,0.0,0.0,12.84,19.64,25.4,0.0,41.9,3.521,7.89,0.0,146.4,0.669,0.0,0.0,12.23,18.740000000000002,24.21,2.3,40.7,3.8020000000000005,8.08,0.0,137.4,0.647,0.0,0.0,11.76,16.990000000000002,22.69,27.1,55.4,4.362,9.86,0.1,119.9,0.646,0.0,0.0,14.01,19.29,24.240000000000002,23.2,67.4,3.526,9.06,0.0,142.9,0.6900000000000001,0.0,0.0,18.740000000000002,25.56,31.419999999999998,0.3,46.0,3.41,7.35,0.0,205.6,0.637,0.0,0.0,14.727272727272727,19.863636363636363,24.8,19.1,63.63636363636363,3.1772727272727277,7.72,0.0,163.5,0.6409090909090909,0.0,0.0,18.19,24.5,29.810000000000002,7.7,46.2,3.91,6.96,0.0,195.0,0.619,0.0,0.0,12.14,16.32,20.65,15.7,66.9,3.8,8.11,0.0,113.2,0.623,0.0,0.0,11.890909090909092,17.927272727272726,23.927272727272726,4.5,59.81818181818182,2.7427272727272727,5.32,0.0,142.2,0.6163636363636363,0.0,0.0,8.59,14.05,19.18,2.0,51.8,3.35,8.18,0.0,90.5,0.61,0.0,0.0,8.17,13.37,18.46,14.999999999999998,58.4,4.35,10.87,0.0,83.7,0.609,0.0,0.0,3.4899999999999998,7.67,11.86,15.900000000000002,70.5,3.8840000000000003,9.76,0.0,26.7,0.635,0.0,0.0,-0.07000000000000006,5.08,9.77,3.8,63.2,3.187,5.6,0.0,15.0,0.63,0.0,0.0,3.46,8.719999999999999,15.36,0.0,51.8,2.936,5.46,0.0,18.599999999999998,0.63,0.0,0.0,,,,,,0.96,1.09,1.15
2021,Атбасарский,Пшеница,51.8,68.35,200.0,0.8611700000000001,7.07,13.440000000000001,20.03,20.3,50.6,3.525,8.68,0.0,84.4,0.69,0.0,0.0,10.85,18.28,25.119999999999997,0.0,45.5,3.2090000000000005,7.29,0.0,132.8,0.678,0.0,0.0,13.354545454545455,21.754545454545454,29.163636363636364,0.3,40.54545454545455,2.9354545454545455,6.41,0.0,184.3,0.6427272727272727,0.0,0.0,11.48,18.66,24.759999999999998,0.8,41.4,3.7980000000000005,7.57,0.1,136.6,0.626,0.0,0.0,13.61,21.14,27.46,2.2,35.7,3.6,8.88,0.0,161.4,0.61,0.0,0.0,12.34,18.32,23.63,10.700000000000001,54.9,3.271,10.27,0.0,133.2,0.615,0.0,0.0,17.8,23.96,30.25,14.0,46.1,4.555,9.24,0.0,189.6,0.604,0.0,0.0,12.43,17.31,22.330000000000002,22.8,66.3,3.9539999999999997,8.32,0.0,123.1,0.628,0.0,0.0,14.872727272727273,21.436363636363637,27.063636363636363,0.9,48.81818181818182,2.901818181818182,6.8,0.0,180.8,0.6054545454545455,0.0,0.0,16.23,22.64,28.32,2.3,55.5,3.134,7.26,0.0,176.4,0.6,0.0,0.0,13.63,19.869999999999997,25.54,3.5,56.7,2.7039999999999997,6.84,0.0,148.7,0.603,0.0,0.0,14.30909090909091,21.10909090909091,27.05454545454546,25.6,51.81818181818182,3.1845454545454546,6.68,0.0,177.2,0.6090909090909091,0.0,0.0,9.16,14.559999999999999,19.89,7.1,58.4,3.397,9.55,0.0,95.60000000000001,0.618,0.0,0.0,6.4,10.809999999999999,15.040000000000001,1.8,56.7,4.211,8.01,0.0,58.099999999999994,0.614,0.0,0.0,1.22,5.43,9.58,19.3,68.5,3.803,9.53,0.0,6.9,0.616,0.0,0.0,-1.5,2.71,7.67,6.0,72.1,3.162,7.12,0.0,0.0,0.631,0.0,0.0,0.019999999999999928,4.82,10.38,0.0,66.2,2.752,6.14,0.0,5.4,0.63,0.0,0.0,,,,,,1.06,0.96,1.09
