year,district,crop,latitude,longitude,area_ha,yield_t_ha,weather_05_d1_temp_min,weather_05_d1_temp_mean,weather_05_d1_temp_max,weather_05_d1_precipitation_mm,weather_05_d1_humidity_mean,weather_05_d1_wind_mean_ms,weather_05_d1_wind_max_ms,weather_05_d1_sukhovei_fraction,weather_05_d1_gdd_base5,weather_05_d1_gwetroot,weather_05_d1_precip_anomaly_pct,weather_05_d1_precip_anomaly_z,weather_05_d2_temp_min,weather_05_d2_temp_mean,weather_05_d2_temp_max,weather_05_d2_precipitation_mm,weather_05_d2_humidity_mean,weather_05_d2_wind_mean_ms,weather_05_d2_wind_max_ms,weather_05_d2_sukhovei_fraction,weather_05_d2_gdd_base5,weather_05_d2_gwetroot,weather_05_d2_precip_anomaly_pct,weather_05_d2_precip_anomaly_z,weather_05_d3_temp_min,weather_05_d3_temp_mean,weather_05_d3_temp_max,weather_05_d3_precipitation_mm,weather_05_d3_humidity_mean,weather_05_d3_wind_mean_ms,weather_05_d3_wind_max_ms,weather_05_d3_sukhovei_fraction,weather_05_d3_gdd_base5,weather_05_d3_gwetroot,weather_05_d3_precip_anomaly_pct,weather_05_d3_precip_anomaly_z,weather_06_d1_temp_min,weather_06_d1_temp_mean,weather_06_d1_temp_max,weather_06_d1_precipitation_mm,weather_06_d1_humidity_mean,weather_06_d1_wind_mean_ms,weather_06_d1_wind_max_ms,weather_06_d1_sukhovei_fraction,weather_06_d1_gdd_base5,weather_06_d1_gwetroot,weather_06_d1_precip_anomaly_pct,weather_06_d1_precip_anomaly_z,weather_06_d2_temp_min,weather_06_d2_temp_mean,weather_06_d2_temp_max,weather_06_d2_precipitation_mm,weather_06_d2_humidity_mean,weather_06_d2_wind_mean_ms,weather_06_d2_wind_max_ms,weather_06_d2_sukhovei_fraction,weather_06_d2_gdd_base5,weather_06_d2_gwetroot,weather_06_d2_precip_anomaly_pct,weather_06_d2_precip_anomaly_z,weather_06_d3_temp_min,weather_06_d3_temp_mean,weather_06_d3_temp_max,weather_06_d3_precipitation_mm,weather_06_d3_humidity_mean,weather_06_d3_wind_mean_ms,weather_06_d3_wind_max_ms,weather_06_d3_sukhovei_fraction,weather_06_d3_gdd_base5,weather_06_d3_gwetroot,weather_06_d3_precip_anomaly_pct,weather_06_d3_precip_anomaly_z,weather_07_d1_temp_min,weather_07_d1_temp_mean,weather_07_d1_temp_max,weather_07_d1_precipitation_mm,weather_07_d1_humidity_mean,weather_07_d1_wind_mean_ms,weather_07_d1_wind_max_ms,weather_07_d1_sukhovei_fraction,weather_07_d1_gdd_base5,weather_07_d1_gwetroot,weather_07_d1_precip_anomaly_pct,weather_07_d1_precip_anomaly_z,weather_07_d2_temp_min,weather_07_d2_temp_mean,weather_07_d2_temp_max,weather_07_d2_precipitation_mm,weather_07_d2_humidity_mean,weather_07_d2_wind_mean_ms,weather_07_d2_wind_max_ms,weather_07_d2_sukhovei_fraction,weather_07_d2_gdd_base5,weather_07_d2_gwetroot,weather_07_d2_precip_anomaly_pct,weather_07_d2_precip_anomaly_z,weather_07_d3_temp_min,weather_07_d3_temp_mean,weather_07_d3_temp_max,weather_07_d3_precipitation_mm,weather_07_d3_humidity_mean,weather_07_d3_wind_mean_ms,weather_07_d3_wind_max_ms,weather_07_d3_sukhovei_fraction,weather_07_d3_gdd_base5,weather_07_d3_gwetroot,weather_07_d3_precip_anomaly_pct,weather_07_d3_precip_anomaly_z,weather_08_d1_temp_min,weather_08_d1_temp_mean,weather_08_d1_temp_max,weather_08_d1_precipitation_mm,weather_08_d1_humidity_mean,weather_08_d1_wind_mean_ms,weather_08_d1_wind_max_ms,weather_08_d1_sukhovei_fraction,weather_08_d1_gdd_base5,weather_08_d1_gwetroot,weather_08_d1_precip_anomaly_pct,weather_08_d1_precip_anomaly_z,weather_08_d2_temp_min,weather_08_d2_temp_mean,weather_08_d2_temp_max,weather_08_d2_precipitation_mm,weather_08_d2_humidity_mean,weather_08_d2_wind_mean_ms,weather_08_d2_wind_max_ms,weather_08_d2_sukhovei_fraction,weather_08_d2_gdd_base5,weather_08_d2_gwetroot,weather_08_d2_precip_anomaly_pct,weather_08_d2_precip_anomaly_z,weather_08_d3_temp_min,weather_08_d3_temp_mean,weather_08_d3_temp_max,weather_08_d3_precipitation_mm,weather_08_d3_humidity_mean,weather_08_d3_wind_mean_ms,weather_08_d3_wind_max_ms,weather_08_d3_sukhovei_fraction,weather_08_d3_gdd_base5,weather_08_d3_gwetroot,weather_08_d3_precip_anomaly_pct,weather_08_d3_precip_anomaly_z,weather_09_d1_temp_min,weather_09_d1_temp_mean,weather_09_d1_temp_max,weather_09_d1_precipitation_mm,weather_09_d1_humidity_mean,weather_09_d1_wind_mean_ms,weather_09_d1_wind_max_ms,weather_09_d1_sukhovei_fraction,weather_09_d1_gdd_base5,weather_09_d1_gwetroot,weather_09_d1_precip_anomaly_pct,weather_09_d1_precip_anomaly_z,weather_09_d2_temp_min,weather_09_d2_temp_mean,weather_09_d2_temp_max,weather_09_d2_precipitation_mm,weather_09_d2_humidity_mean,weather_09_d2_wind_mean_ms,weather_09_d2_wind_max_ms,weather_09_d2_sukhovei_fraction,weather_09_d2_gdd_base5,weather_09_d2_gwetroot,weather_09_d2_precip_anomaly_pct,weather_09_d2_precip_anomaly_z,weather_09_d3_temp_min,weather_09_d3_temp_mean,weather_09_d3_temp_max,weather_09_d3_precipitation_mm,weather_09_d3_humidity_mean,weather_09_d3_wind_mean_ms,weather_09_d3_wind_max_ms,weather_09_d3_sukhovei_fraction,weather_09_d3_gdd_base5,weather_09_d3_gwetroot,weather_09_d3_precip_anomaly_pct,weather_09_d3_precip_anomaly_z,weather_10_d1_temp_min,weather_10_d1_temp_mean,weather_10_d1_temp_max,weather_10_d1_precipitation_mm,weather_10_d1_humidity_mean,weather_10_d1_wind_mean_ms,weather_10_d1_wind_max_ms,weather_10_d1_sukhovei_fraction,weather_10_d1_gdd_base5,weather_10_d1_gwetroot,weather_10_d1_precip_anomaly_pct,weather_10_d1_precip_anomaly_z,weather_10_d2_temp_min,weather_10_d2_temp_mean,weather_10_d2_temp_max,weather_10_d2_precipitation_mm,weather_10_d2_humidity_mean,weather_10_d2_wind_mean_ms,weather_10_d2_wind_max_ms,weather_10_d2_sukhovei_fraction,weather_10_d2_gdd_base5,weather_10_d2_gwetroot,weather_10_d2_precip_anomaly_pct,weather_10_d2_precip_anomaly_z,soil_clay_0_5cm,soil_phh2o_0_5cm,soil_sand_0_5cm,soil_silt_0_5cm,soil_soc_0_5cm,yield_lag_1,yield_lag_2,yield_lag_3
2024,Целиноградский,Пшеница,51.2,71.45,150.0,1.29,4.58,10.23,15.330000000000002,28.0,66.8,3.825,9.48,0.0,52.3,0.549,0.0,0.0,8.290000000000001,13.829999999999998,19.07,29.3,63.0,3.7960000000000003,8.02,0.0,88.3,0.526,0.0,0.0,5.909090909090909,10.727272727272727,15.745454545454544,55.3,74.45454545454545,4.779090909090909,8.77,0.0,63.6,0.5481818181818182,0.0,0.0,12.370000000000001,18.1,23.56,42.8,68.3,3.2399999999999998,6.53,0.0,131.0,0.542,0.0,0.0,14.690000000000001,20.14,25.31,27.5,69.3,3.2009999999999996,7.98,0.0,151.4,0.524,0.0,0.0,16.94,22.91,28.97,7.3,55.9,3.4899999999999998,9.23,0.0,179.1,0.488,0.0,0.0,14.419999999999998,18.5,23.11,26.6,74.8,3.5940000000000003,6.65,0.0,135.0,0.483,0.0,0.0,16.39,21.729999999999997,26.660000000000004,36.3,69.0,2.7399999999999998,5.43,0.0,167.29999999999998,0.489,0.0,0.0,15.990909090909092,21.490909090909092,26.763636363636362,4.2,63.27272727272727,3.117272727272727,6.75,0.0,181.4,0.4681818181818182,0.0,0.0,16.65,21.71,26.96,36.5,63.1,3.16,8.87,0.0,167.1,0.453,0.0,0.0,13.02,17.5,22.79,37.8,70.2,3.21,7.43,0.0,125.0,0.46699999999999997,0.0,0.0,10.763636363636364,14.909090909090908,19.354545454545455,14.0,76.9090909090909,3.1136363636363638,7.45,0.0,109.0,0.4645454545454546,0.0,0.0,7.31,11.58,15.63,23.0,77.1,3.3520000000000003,6.91,0.0,65.8,0.472,0.0,0.0,6.529999999999999,11.209999999999999,16.04,3.3,68.2,4.043,7.36,0.0,62.099999999999994,0.465,0.0,0.0,3.21,9.25,15.12,2.8000000000000003,63.4,2.8280000000000003,8.14,0.0,43.4,0.454,0.0,0.0,3.2700000000000005,9.84,16.69,0.0,53.3,2.911,7.4,0.0,48.4,0.45,0.0,0.0,-4.14,-0.86,2.4,11.6,76.0,5.33,7.7,0.0,0.7000000000000002,0.458,0.0,0.0,,,,,,0.51,0.71971,0.96327
2025,Целиноградский,Пшеница,51.2,71.45,150.0,1.38,9.27,15.530000000000001,21.55,5.2,53.8,3.3909999999999996,7.82,0.0,105.3,0.521,0.0,0.0,13.169999999999998,19.18,25.07,32.7,59.0,3.6119999999999997,9.26,0.0,141.8,0.508,0.0,0.0,10.372727272727273,15.727272727272727,20.818181818181817,5.1,60.27272727272727,3.5627272727272725,9.58,0.0,118.0,0.5036363636363637,0.0,0.0,14.680000000000001,19.97,24.75,24.4,58.1,3.293,7.35,0.0,149.7,0.477,0.0,0.0,17.98,23.29,28.7,6.2,56.9,3.0509999999999997,10.27,0.0,182.9,0.454,0.0,0.0,13.8,17.84,21.91,36.2,67.6,3.8980000000000006,10.29,0.0,128.4,0.453,0.0,0.0,15.6,20.830000000000002,25.509999999999998,16.8,63.8,2.832,6.05,0.0,158.3,0.44000000000000006,0.0,0.0,14.77,20.02,25.07,2.9,61.2,2.661,6.56,0.0,150.2,0.42000000000000004,0.0,0.0,16.045454545454547,21.063636363636363,26.08181818181818,25.9,61.36363636363637,2.809090909090909,6.4,0.0,176.7,0.41363636363636364,0.0,0.0,12.23,16.9,21.8,18.4,66.6,3.065,6.81,0.0,119.0,0.42299999999999993,0.0,0.0,13.35,17.72,22.240000000000002,41.0,70.1,3.6950000000000003,8.75,0.0,127.19999999999999,0.429,0.0,0.0,13.454545454545455,18.799999999999997,23.781818181818185,4.9,57.45454545454545,3.222727272727273,7.18,0.0,151.79999999999998,0.4154545454545454,0.0,0.0,10.55,15.4,19.93,9.6,66.1,3.402,6.76,0.0,104.0,0.413,0.0,0.0,7.5200000000000005,11.370000000000001,15.559999999999999,8.7,72.1,3.3289999999999997,6.29,0.0,63.7,0.429,0.0,0.0,7.12,11.77,16.869999999999997,9.1,70.8,3.1740000000000004,5.52,0.0,73.0,0.42699999999999994,0.0,0.0,-1.15,3.28,7.94,0.7999999999999999,67.2,2.899,7.88,0.0,0.8999999999999995,0.42699999999999994,0.0,0.0,-4.4,-0.8400000000000001,3.28,0.0,66.8,4.644,6.89,0.0,0.0,0.42000000000000004,0.0,0.0,,,,,,1.29,0.51,0.71971
1991,Аршалынский,Зерновые и бобовые,51.35,70.9,120.0,0.71,4.49,12.930000000000001,20.05,0.0,43.6,3.405,7.97,0.0,82.0,0.667,0.0,0.0,8.5,14.98,20.380000000000003,4.5,49.9,2.993,6.4,0.0,99.80000000000001,0.633,0.0,0.0,9.709090909090909,17.263636363636365,23.372727272727275,1.4000000000000001,35.81818181818182,3.6627272727272726,7.0,0.0,134.9,0.6063636363636363,0.0,0.0,16.86,23.419999999999998,28.79,0.3,31.5,3.9560000000000004,8.05,0.2,184.2,0.588,0.0,0.0,16.65,22.86,27.75,7.1,41.3,2.8289999999999997,8.81,0.0,178.6,0.582,0.0,0.0,14.74,21.64,27.089999999999996,0.5,44.0,3.067,5.46,0.0,166.4,0.587,0.0,0.0,15.84,21.3,25.56,6.6,43.9,3.007,6.58,0.0,163.0,0.58,0.0,0.0,15.809999999999999,20.82,26.03,21.7,58.2,3.322,6.47,0.0,158.2,0.589,0.0,0.0,17.245454545454546,22.29090909090909,27.09090909090909,17.9,63.63636363636363,2.868181818181818,5.39,0.0,190.2,0.5963636363636363,0.0,0.0,11.48,16.7,20.96,8.3,53.4,4.4,8.9,0.0,117.0,0.59,0.0,0.0,11.370000000000001,16.29,21.18,7.5,64.5,3.2439999999999998,7.51,0.0,112.9,0.59,0.0,0.0,12.054545454545455,17.900000000000002,23.363636363636363,0.5,53.54545454545455,2.8363636363636364,7.16,0.0,141.9,0.5881818181818181,0.0,0.0,13.41,18.48,23.25,9.2,51.2,3.8299999999999996,7.98,0.0,134.8,0.586,0.0,0.0,7.49,12.6,17.580000000000002,3.4,51.2,3.6670000000000003,6.94,0.0,76.0,0.58,0.0,0.0,8.129999999999999,13.16,18.79,11.1,60.1,3.133,6.94,0.0,81.6,0.587,0.0,0.0,3.84,8.27,13.55,2.3,58.6,3.404,7.43,0.0,37.699999999999996,0.59,0.0,0.0,0.5599999999999999,3.3600000000000003,6.540000000000001,5.6,62.4,3.782,5.61,0.0,1.0,0.592,0.0,0.0,254.0,69.0,464.0,283.0,767.0,,,
1992,Аршалынский,Зерновые и бобовые,51.35,70.9,120.0,1.87,1.2399999999999998,6.5200000000000005,11.35,11.8,60.8,3.6369999999999996,8.15,0.0,30.8,0.688,0.0,0.0,10.28,18.380000000000003,25.28,1.8,47.7,2.731,5.14,0.0,133.8,0.658,0.0,0.0,6.218181818181819,11.727272727272727,16.37272727272727,15.1,60.54545454545455,3.2836363636363632,9.52,0.0,74.0,0.64,0.0,0.0,7.340000000000001,13.02,17.79,32.3,62.8,3.9090000000000003,11.21,0.0,80.3,0.647,0.0,0.0,9.059999999999999,14.45,19.119999999999997,6.4,61.2,3.072,6.22,0.0,94.5,0.639,0.0,0.0,14.87,21.28,26.839999999999996,13.2,53.5,3.3289999999999997,7.36,0.0,162.8,0.618,0.0,0.0,12.6,18.36,23.06,22.700000000000003,57.2,3.7049999999999996,7.55,0.0,133.6,0.635,0.0,0.0,16.94,23.34,29.25,1.4,48.9,3.2399999999999998,6.46,0.0,183.4,0.598,0.0,0.0,13.4,17.990909090909092,22.227272727272727,31.7,67.54545454545455,3.347272727272727,7.29,0.0,142.9,0.61,0.0,0.0,13.669999999999998,19.65,25.259999999999998,3.2,58.0,2.7960000000000003,5.74,0.0,146.5,0.602,0.0,0.0,12.01,16.3,20.64,28.900000000000002,69.9,2.835,7.22,0.0,113.0,0.616,0.0,0.0,11.136363636363637,14.318181818181818,18.163636363636364,37.9,72.81818181818181,3.5518181818181818,7.4,0.0,102.5,0.6163636363636363,0.0,0.0,9.26,13.09,17.14,10.700000000000001,71.3,3.3560000000000003,9.59,0.0,80.9,0.626,0.0,0.0,3.55,7.459999999999999,11.35,0.0,67.2,3.2439999999999998,6.61,0.0,24.799999999999997,0.615,0.0,0.0,1.2799999999999998,5.15,9.209999999999999,7.8,68.2,2.882,6.23,0.0,9.200000000000001,0.613,0.0,0.0,1.6800000000000002,5.34,9.49,8.600000000000001,64.2,3.368,8.79,0.0,10.1,0.617,0.0,0.0,4.34,7.720000000000001,12.080000000000002,4.2,68.0,4.368,8.46,0.0,15.299999999999999,0.622,0.0,0.0,254.0,69.0,464.0,283.0,767.0,0.71,,
1993,Аршалынский,Зерновые и бобовые,51.35,70.9,120.0,1.22,-0.86,5.91,11.940000000000001,25.2,63.9,4.068,11.32,0.0,28.1,0.742,0.0,0.0,4.9799999999999995,12.84,19.979999999999997,3.0,52.7,3.692,9.14,0.0,78.4,0.724,0.0,0.0,6.7272727272727275,12.145454545454545,16.79090909090909,13.7,56.90909090909091,3.877272727272727,10.87,0.0,78.60000000000001,0.6890909090909091,0.0,0.0,9.91,15.62,20.369999999999997,31.2,73.2,2.255,4.68,0.0,106.2,0.6849999999999999,0.0,0.0,11.7,17.130000000000003,21.580000000000002,13.4,61.9,3.5780000000000003,7.93,0.0,121.3,0.66,0.0,0.0,15.34,20.830000000000002,25.630000000000003,17.9,64.7,3.557,7.6,0.0,158.3,0.646,0.0,0.0,16.09,20.93,25.54,25.9,63.9,3.7840000000000003,6.57,0.0,159.3,0.62,0.0,0.0,16.419999999999998,20.98,25.72,35.4,70.8,3.114,7.05,0.0,159.8,0.629,0.0,0.0,13.881818181818181,18.19090909090909,22.0,37.7,71.0909090909091,2.640909090909091,8.13,0.0,145.1,0.6254545454545455,0.0,0.0,12.26,17.919999999999998,22.86,0.6,62.5,2.493,5.19,0.0,129.2,0.615,0.0,0.0,14.41,20.119999999999997,25.06,3.3,57.8,3.428,8.26,0.0,151.2,0.594,0.0,0.0,12.954545454545455,17.29090909090909,21.881818181818183,24.5,65.63636363636364,3.898181818181818,10.51,0.0,135.2,0.6063636363636363,0.0,0.0,6.4799999999999995,10.68,14.89,5.3,60.8,3.4579999999999997,9.67,0.0,56.8,0.604,0.0,0.0,6.26,10.57,14.809999999999999,3.3,57.5,3.9659999999999997,8.34,0.0,55.7,0.595,0.0,0.0,2.45,6.029999999999999,9.629999999999999,14.399999999999999,61.9,4.578,8.32,0.0,21.4,0.599,0.0,0.0,0.75,4.64,8.61,0.8,65.5,3.85,10.49,0.0,9.700000000000001,0.6,0.0,0.0,0.1800000000000001,5.5,12.4,0.0,57.8,2.818,4.92,0.0,7.4,0.59,0.0,0.0,254.0,69.0,464.0,283.0,767.0,1.87,0.71,
1994,Аршалынский,Зерновые и бобовые,51.35,70.9,120.0,0.6799999999999999,8.33,15.34,21.53,2.2,52.7,3.757,9.03,0.0,103.4,0.665,0.0,0.0,4.35,10.23,15.680000000000001,33.1,67.8,3.978,10.3,0.0,52.3,0.671,0.0,0.0,7.6,15.218181818181819,21.654545454545456,1.5,45.36363636363637,3.8236363636363637,9.8,0.0,112.4,0.6454545454545455,0.0,0.0,13.569999999999999,20.54,26.73,1.6,36.8,4.3549999999999995,7.99,0.0,155.4,0.612,0.0,0.0,15.63,23.16,28.65,0.6,34.0,2.886,6.55,0.0,181.6,0.593,0.0,0.0,16.72,23.380000000000003,29.25,15.3,46.2,3.433,7.08,0.0,183.8,0.585,0.0,0.0,16.02,21.22,26.139999999999997,22.1,57.1,2.944,5.83,0.0,162.2,0.591,0.0,0.0,13.34,16.4,19.94,28.7,74.5,3.279,8.68,0.0,114.0,0.605,0.0,0.0,13.672727272727274,18.272727272727273,22.62727272727273,29.200000000000003,67.45454545454545,3.274545454545455,7.45,0.0,146.0,0.6118181818181818,0.0,0.0,12.88,18.15,22.56,11.6,72.9,2.649,5.51,0.0,131.5,0.621,0.0,0.0,13.940000000000001,19.07,24.110000000000003,10.1,67.7,2.6550000000000002,5.64,0.0,140.7,0.618,0.0,0.0,10.545454545454545,14.618181818181819,18.581818181818182,9.4,66.36363636363636,3.588181818181818,7.61,0.0,105.8,0.6054545454545455,0.0,0.0,7.01,11.790000000000001,16.56,17.1,63.8,3.492,6.57,0.0,67.9,0.615,0.0,0.0,5.67,9.01,13.169999999999998,17.0,70.1,3.524,7.76,0.0,41.0,0.626,0.0,0.0,6.2700000000000005,11.35,16.41,5.4,60.1,3.5100000000000002,7.24,0.0,63.5,0.635,0.0,0.0,5.0600000000000005,10.0,16.21,0.0,57.0,2.589,5.67,0.0,50.0,0.62,0.0,0.0,-0.33999999999999997,4.24,9.28,0.0,49.0,2.8920000000000003,5.29,0.0,3.1999999999999993,0.612,0.0,0.0,254.0,69.0,464.0,283.0,767.0,1.22,1.87,0.71
1995,Аршалынский,Зерновые и бобовые,51.35,70.9,120.0,0.82,7.6,13.75,19.740000000000002,29.3,56.1,3.8009999999999997,8.56,0.0,87.5,0.663,0.0,0.0,5.9,12.290000000000001,17.28,5.8999999999999995,54.0,3.7700000000000005,7.52,0.0,72.9,0.656,0.0,0.0,7.581818181818182,13.009090909090908,18.11818181818182,21.1,60.45454545454545,3.5063636363636363,7.59,0.0,88.1,0.6518181818181819,0.0,0.0,7.37,13.879999999999999,19.32,11.6,58.6,4.029,9.62,0.0,88.8,0.648,0.0,0.0,12.11,18.919999999999998,24.53,2.5,51.7,2.776,5.73,0.0,139.2,0.631,0.0,0.0,16.9,23.56,29.05,2.3,41.3,3.4130000000000003,7.18,0.0,185.6,0.6,0.0,0.0,19.61,23.869999999999997,27.85,29.0,62.1,3.3909999999999996,7.42,0.0,188.7,0.606,0.0,0.0,15.030000000000001,19.89,24.82,7.800000000000001,51.9,3.367,7.8,0.0,148.9,0.606,0.0,0.0,15.845454545454544,21.772727272727273,26.872727272727275,9.9,53.90909090909091,2.944545454545455,5.91,0.0,184.5,0.5954545454545455,0.0,0.0,15.919999999999998,21.66,26.830000000000002,19.9,51.6,3.382,7.42,0.0,166.6,0.593,0.0,0.0,16.16,21.880000000000003,27.080000000000002,0.7,40.1,3.775,6.66,0.1,168.8,0.581,0.0,0.0,11.736363636363636,16.227272727272727,20.509090909090908,47.699999999999996,61.27272727272727,3.238181818181818,6.81,0.0,123.5,0.6118181818181818,0.0,0.0,9.72,15.48,20.82,1.2000000000000002,62.2,2.472,4.79,0.0,104.8,0.607,0.0,0.0,6.69,12.01,16.869999999999997,40.5,61.9,3.367,7.69,0.0,71.39999999999999,0.609,0.0,0.0,4.029999999999999,8.209999999999999,12.59,21.6,68.9,3.879,9.35,0.0,32.1,0.637,0.0,0.0,3.19,8.8,15.190000000000001,0.1,66.1,3.039,5.35,0.0,38.0,0.639,0.0,0.0,4.1,7.08,10.26,29.4,73.2,5.846,10.72,0.0,13.4,0.64,0.0,0.0,254.0,69.0,464.0,283.0,767.0,0.6799999999999999,1.22,1.87
1996,Аршалынский,Зерновые и бобовые,51.35,70.9,120.0,1.12,4.33,11.84,18.4,11.4,64.4,2.9210000000000003,9.83,0.0,69.6,0.733,0.0,0.0,6.95,14.66,21.330000000000002,5.1000000000000005,53.2,3.877,8.86,0.0,96.6,0.697,0.0,0.0,5.318181818181818,11.118181818181817,15.663636363636364,7.4,52.0,3.908181818181818,8.49,0.0,67.3,0.6645454545454546,0.0,0.0,12.629999999999999,20.06,25.97,2.8,45.2,3.1919999999999997,7.42,0.0,150.6,0.624,0.0,0.0,13.34,18.15,22.869999999999997,36.5,66.8,4.117,7.16,0.0,131.5,0.619,0.0,0.0,15.55,21.9,26.839999999999996,1.7,50.6,3.2299999999999995,6.8,0.0,169.0,0.596,0.0,0.0,14.75,19.4,23.98,38.8,64.4,2.836,8.06,0.0,144.0,0.591,0.0,0.0,14.459999999999999,19.759999999999998,24.419999999999998,13.0,68.4,3.207,5.54,0.0,147.6,0.593,0.0,0.0,16.78181818181818,22.054545454545455,26.863636363636363,4.3,59.0,2.805454545454545,5.24,0.0,187.6,0.5863636363636363,0.0,0.0,15.55,22.04,27.839999999999996,3.6000000000000005,49.7,3.065,7.22,0.0,170.4,0.58,0.0,0.0,9.97,14.16,17.79,11.6,61.8,2.749,5.89,0.0,91.6,0.581,0.0,0.0,8.272727272727273,12.427272727272726,16.7,35.2,66.27272727272727,4.100909090909091,8.23,0.0,81.7,0.6090909090909091,0.0,0.0,7.0,13.24,18.92,0.5,61.0,2.614,6.21,0.0,82.4,0.624,0.0,0.0,9.09,12.4,16.169999999999998,18.2,66.0,3.165,7.02,0.0,74.0,0.61,0.0,0.0,3.94,7.62,11.19,26.5,64.8,3.1,7.21,0.0,27.8,0.613,0.0,0.0,-0.5,4.380000000000001,9.78,14.2,76.0,3.4590000000000005,7.81,0.0,9.600000000000001,0.645,0.0,0.0,3.72,6.539999999999999,9.52,5.9,78.2,3.404000000000001,7.0,0.0,8.099999999999998,0.65,0.0,0.0,254.0,69.0,464.0,283.0,767.0,0.82,0.6799999999999999,1.22
1997,Аршалынский,Зерновые и бобовые,51.35,70.9,120.0,0.65,6.5200000000000005,11.84,16.36,22.1,67.6,3.883,8.95,0.0,68.4,0.6859999999999999,0.0,0.0,6.11,11.209999999999999,15.919999999999998,28.5,68.4,3.5799999999999996,8.54,0.0,62.1,0.6849999999999999,0.0,0.0,12.036363636363637,19.445454545454545,25.70909090909091,3.2,54.0,2.9054545454545457,6.02,0.0,158.9,0.6681818181818181,0.0,0.0,11.32,18.27,24.27,0.2,37.8,3.6229999999999998,8.71,0.0,132.7,0.62,0.0,0.0,13.669999999999998,20.240000000000002,26.110000000000003,3.3,45.0,3.565,7.2,0.0,152.4,0.594,0.0,0.0,14.969999999999999,20.97,26.119999999999997,0.8999999999999999,45.1,3.5660000000000003,6.94,0.0,159.7,0.591,0.0,0.0,16.169999999999998,22.3,27.859999999999996,14.299999999999999,44.4,3.518,6.71,0.0,173.0,0.586,0.0,0.0,15.01,20.56,25.660000000000004,6.800000000000001,45.0,3.3689999999999998,6.13,0.0,155.6,0.587,0.0,0.0,13.3,19.0,24.09090909090909,6.1000000000000005,42.81818181818182,3.4054545454545457,6.48,0.0,154.0,0.5836363636363636,0.0,0.0,15.87,21.779999999999998,27.1,2.8,45.5,3.71,7.36,0.0,167.79999999999998,0.585,0.0,0.0,15.459999999999999,21.28,26.5,6.8,41.6,3.434,8.55,0.1,162.8,0.585,0.0,0.0,10.472727272727273,15.745454545454544,20.3,4.2,53.63636363636363,3.6145454545454543,7.23,0.0,118.2,0.5881818181818181,0.0,0.0,5.1899999999999995,10.5,15.52,10.0,58.3,2.9210000000000003,8.2,0.0,55.0,0.59,0.0,0.0,8.64,14.45,20.23,5.7,51.2,3.632,6.7,0.0,94.5,0.585,0.0,0.0,9.39,15.23,21.68,0.2,44.5,3.559,5.98,0.0,102.30000000000001,0.586,0.0,0.0,7.0,12.74,19.02,5.7,34.5,3.725,9.14,0.0,77.4,0.583,0.0,0.0,3.46,8.680000000000001,13.98,6.1000000000000005,75.2,4.0920000000000005,9.76,0.0,18.400000000000002,0.598,0.0,0.0,254.0,69.0,464.0,283.0,767.0,1.12,0.82,0.6799999999999999
1998,Аршалынский,Зерновые и бобовые,51.35,70.9,120.0,0.4599999999999999,3.3200000000000003,10.4,16.490000000000002,8.1,54.0,3.7649999999999997,9.44,0.0,61.1,0.688,0.0,0.0,2.5900000000000003,8.540000000000001,14.13,19.5,59.0,4.84,9.25,0.0,38.7,0.688,0.0,0.0,10.19090909090909,18.027272727272727,24.70909090909091,4.9,48.0,3.1263636363636365,8.0,0.0,143.3,0.6563636363636364,0.0,0.0,12.85,20.240000000000002,26.15,8.5,39.9,3.029,6.43,0.0,152.4,0.619,0.0,0.0,15.7,22.509999999999998,28.169999999999998,10.8,46.6,3.31,5.72,0.0,175.1,0.609,0.0,0.0,16.619999999999997,22.490000000000002,28.560000000000002,5.4,52.1,3.027,7.86,0.0,174.9,0.59,0.0,0.0,17.06,22.93,28.53,23.6,56.3,3.3689999999999998,6.08,0.0,179.3,0.587,0.0,0.0,18.59,23.65,28.8,33.3,58.6,3.281,6.36,0.0,186.5,0.61,0.0,0.0,18.581818181818182,24.89090909090909,30.181818181818183,2.0,39.72727272727273,4.138181818181818,6.41,0.0,218.8,0.6090909090909091,0.0,0.0,21.830000000000002,28.23,33.79,1.4,33.9,2.932,5.43,0.1,232.3,0.584,0.0,0.0,14.809999999999999,19.8,24.41,21.700000000000003,56.8,2.449,6.11,0.0,148.0,0.587,0.0,0.0,13.318181818181818,19.89090909090909,26.08181818181818,0.2,44.09090909090909,3.0090909090909093,7.26,0.0,163.8,0.5845454545454545,0.0,0.0,10.7,15.23,19.78,5.8,53.5,3.6450000000000005,8.83,0.0,102.3,0.58,0.0,0.0,5.14,11.91,18.65,2.6,40.4,2.857,7.21,0.0,69.1,0.582,0.0,0.0,3.6799999999999997,8.57,13.540000000000001,1.7,50.3,3.8280000000000003,11.01,0.0,36.6,0.58,0.0,0.0,2.2800000000000002,5.6899999999999995,9.73,8.3,54.0,5.26,9.4,0.0,21.7,0.587,0.0,0.0,3.8600000000000003,6.319999999999999,8.879999999999999,2.4,61.8,4.779999999999999,8.14,0.0,8.0,0.6,0.0,0.0,254.0,69.0,464.0,283.0,767.0,0.65,1.12,0.82
